transaction_id,timestamp,source_account,destination_account,amount,channel,transaction_direction,case_id,source_type
TXN_0000015,2025-01-01 01:28:39,ACC_006239,ACC_005352,2632,IMPS,DEBIT,CASE_000002,SYNTHETIC_PROTOTYPE
TXN_0000016,2025-01-01 02:51:39,ACC_005352,ACC_003905,1454,CARD,DEBIT,CASE_000002,SYNTHETIC_PROTOTYPE
TXN_0000017,2025-01-01 03:41:39,ACC_003905,ACC_005352,883,NEFT,DEBIT,CASE_000002,SYNTHETIC_PROTOTYPE
TXN_0000018,2025-01-01 05:07:39,ACC_005352,ACC_006239,500,CARD,DEBIT,CASE_000002,SYNTHETIC_PROTOTYPE
TXN_0000019,2025-01-01 05:17:39,ACC_006239,ACC_019039,500,IMPS,DEBIT,CASE_000002,SYNTHETIC_PROTOTYPE
TXN_0000020,2025-01-01 06:37:39,ACC_019039,ACC_005352,500,NEFT,DEBIT,CASE_000002,SYNTHETIC_PROTOTYPE
TXN_0000021,2025-01-01 00:21:58,VICTIM_CASE_000003,ACC_011899,17864,UPI,CREDIT,CASE_000003,SYNTHETIC_PROTOTYPE
TXN_0000022,2025-01-01 00:57:58,ACC_011899,ACC_015885,758,WALLET,DEBIT,CASE_000003,SYNTHETIC_PROTOTYPE
TXN_0000023,2025-01-01 01:29:58,ACC_015885,ACC_015892,4357,NEFT,DEBIT,CASE_000003,SYNTHETIC_PROTOTYPE
TXN_0000024,2025-01-01 02:50:58,ACC_015892,ACC_015885,1860,UPI,DEBIT,CASE_000003,SYNTHETIC_PROTOTYPE
TXN_0000025,2025-01-01 03:24:58,ACC_015885,ACC_018123,1613,CARD,DEBIT,CASE_000003,SYNTHETIC_PROTOTYPE
TXN_0000026,2025-01-01 04:00:58,ACC_018123,ACC_015885,3358,UPI,DEBIT,CASE_000003,SYNTHETIC_PROTOTYPE
TXN_0000027,2025-01-01 05:23:58,ACC_015885,ACC_012397,1733,CARD,DEBIT,CASE_000003,SYNTHETIC_PROTOTYPE
TXN_0000028,2025-01-01 06:50:58,ACC_012397,ACC_015885,1334,UPI,DEBIT,CASE_000003,SYNTHETIC_PROTOTYPE
TXN_0000029,2025-01-01 08:18:58,ACC_015885,ACC_003972,500,WALLET,DEBIT,CASE_000003,SYNTHETIC_PROTOTYPE
TXN_0000030,2025-01-01 08:34:58,ACC_003972,ACC_015885,686,UPI,DEBIT,CASE_000003,SYNTHETIC_PROTOTYPE
TXN_0000031,2025-01-01 01:23:09,VICTIM_CASE_000004,ACC_004854,19899,UPI,CREDIT,CASE_000004,SYNTHETIC_PROTOTYPE
TXN_0000032,2025-01-01 02:40:09,ACC_004854,ACC_007953,7163,CARD,DEBIT,CASE_000004,SYNTHETIC_PROTOTYPE
TXN_0000033,2025-01-01 03:09:09,ACC_007953,ACC_001903,1645,UPI,DEBIT,CASE_000004,SYNTHETIC_PROTOTYPE
TXN_0000034,2025-01-01 03:58:09,ACC_001903,ACC_007953,1725,IMPS,DEBIT,CASE_000004,SYNTHETIC_PROTOTYPE
TXN_0000035,2025-01-01 04:54:09,ACC_007953,ACC_000442,2924,UPI,DEBIT,CASE_000004,SYNTHETIC_PROTOTYPE
TXN_0000036,2025-01-01 05:37:09,ACC_000442,ACC_007953,1483,NEFT,DEBIT,CASE_000004,SYNTHETIC_PROTOTYPE
TXN_0000037,2025-01-01 05:46:09,ACC_007953,ACC_006726,1007,IMPS,DEBIT,CASE_000004,SYNTHETIC_PROTOTYPE
TXN_0000038,2025-01-01 02:00:56,VICTIM_CASE_000005,ACC_003911,71875,UPI,CREDIT,CASE_000005,SYNTHETIC_PROTOTYPE
TXN_0000039,2025-01-01 02:12:56,ACC_003911,ACC_001157,23635,IMPS,DEBIT,CASE_000005,SYNTHETIC_PROTOTYPE
TXN_0000040,2025-01-01 02:49:56,ACC_001157,ACC_009835,3586,IMPS,DEBIT,CASE_000005,SYNTHETIC_PROTOTYPE
TXN_0000041,2025-01-01 03:24:56,ACC_009835,ACC_001157,6285,UPI,DEBIT,CASE_000005,SYNTHETIC_PROTOTYPE
TXN_0000042,2025-01-01 03:40:56,ACC_001157,ACC_009835,7285,IMPS,DEBIT,CASE_000005,SYNTHETIC_PROTOTYPE
TXN_0000043,2025-01-01 05:00:56,ACC_009835,ACC_008498,6959,UPI,DEBIT,CASE_000005,SYNTHETIC_PROTOTYPE
TXN_0000044,2025-01-01 06:18:56,ACC_008498,ACC_009835,1273,IMPS,DEBIT,CASE_000005,SYNTHETIC_PROTOTYPE
TXN_0000045,2025-01-01 07:14:56,ACC_009835,ACC_012825,1349,UPI,DEBIT,CASE_000005,SYNTHETIC_PROTOTYPE
TXN_0000046,2025-01-01 07:59:56,ACC_012825,ACC_001157,5001,WALLET,DEBIT,CASE_000005,SYNTHETIC_PROTOTYPE
TXN_0000047,2025-01-01 08:36:56,ACC_001157,ACC_009835,3684,UPI,DEBIT,CASE_000005,SYNTHETIC_PROTOTYPE
TXN_0000048,2025-01-01 08:52:56,ACC_009835,ACC_019361,847,IMPS,DEBIT,CASE_000005,SYNTHETIC_PROTOTYPE
TXN_0000049,2025-01-01 02:27:07,VICTIM_CASE_000006,ACC_010767,116479,UPI,CREDIT,CASE_000006,SYNTHETIC_PROTOTYPE
TXN_0000050,2025-01-01 02:54:07,ACC_010767,ACC_013878,7362,NEFT,DEBIT,CASE_000006,SYNTHETIC_PROTOTYPE
TXN_0000051,2025-01-01 04:01:07,ACC_013878,ACC_012404,48894,IMPS,DEBIT,CASE_000006,SYNTHETIC_PROTOTYPE
TXN_0000052,2025-01-01 04:08:07,ACC_012404,ACC_013878,2810,UPI,DEBIT,CASE_000006,SYNTHETIC_PROTOTYPE
TXN_0000053,2025-01-01 05:37:07,ACC_013878,ACC_013006,3314,CARD,DEBIT,CASE_000006,SYNTHETIC_PROTOTYPE
TXN_0000054,2025-01-01 06:22:07,ACC_013006,ACC_013878,16831,UPI,DEBIT,CASE_000006,SYNTHETIC_PROTOTYPE
TXN_0000055,2025-01-01 06:28:07,ACC_013878,ACC_018327,11208,CARD,DEBIT,CASE_000006,SYNTHETIC_PROTOTYPE
TXN_0000056,2025-01-01 07:16:07,ACC_018327,ACC_013878,10668,UPI,DEBIT,CASE_000006,SYNTHETIC_PROTOTYPE
TXN_0000057,2025-01-01 07:54:07,ACC_013878,ACC_009249,1093,IMPS,DEBIT,CASE_000006,SYNTHETIC_PROTOTYPE
TXN_0000058,2025-01-01 02:58:27,VICTIM_CASE_000007,ACC_000931,31506,IMPS,CREDIT,CASE_000007,SYNTHETIC_PROTOTYPE
TXN_0000059,2025-01-01 03:36:27,ACC_000931,ACC_017118,12334,IMPS,DEBIT,CASE_000007,SYNTHETIC_PROTOTYPE
TXN_0000060,2025-01-01 03:48:27,ACC_017118,ACC_004182,5171,RTGS,DEBIT,CASE_000007,SYNTHETIC_PROTOTYPE
TXN_0000061,2025-01-01 04:33:27,ACC_004182,ACC_017118,3480,UPI,DEBIT,CASE_000007,SYNTHETIC_PROTOTYPE
TXN_0000062,2025-01-01 05:46:27,ACC_017118,ACC_004182,897,NEFT,DEBIT,CASE_000007,SYNTHETIC_PROTOTYPE
TXN_0000063,2025-01-01 06:10:27,ACC_004182,ACC_017118,3528,IMPS,DEBIT,CASE_000007,SYNTHETIC_PROTOTYPE
TXN_0000064,2025-01-01 07:23:27,ACC_017118,ACC_004182,2643,WALLET,DEBIT,CASE_000007,SYNTHETIC_PROTOTYPE
TXN_0000065,2025-01-01 08:29:27,ACC_004182,ACC_000004,1234,NEFT,DEBIT,CASE_000007,SYNTHETIC_PROTOTYPE
TXN_0000066,2025-01-01 08:36:27,ACC_000004,ACC_017118,725,UPI,DEBIT,CASE_000007,SYNTHETIC_PROTOTYPE
TXN_0000067,2025-01-01 08:45:27,ACC_017118,ACC_006738,500,WALLET,DEBIT,CASE_000007,SYNTHETIC_PROTOTYPE
TXN_0000068,2025-01-01 04:28:31,VICTIM_CASE_000008,ACC_005576,6431,IMPS,CREDIT,CASE_000008,SYNTHETIC_PROTOTYPE
TXN_0000069,2025-01-01 05:41:31,ACC_005576,ACC_007602,500,WALLET,DEBIT,CASE_000008,SYNTHETIC_PROTOTYPE
TXN_0000070,2025-01-01 06:21:31,ACC_007602,ACC_016906,554,NEFT,DEBIT,CASE_000008,SYNTHETIC_PROTOTYPE
TXN_0000071,2025-01-01 06:55:31,ACC_016906,ACC_007602,500,IMPS,DEBIT,CASE_000008,SYNTHETIC_PROTOTYPE
TXN_0000072,2025-01-01 07:45:31,ACC_007602,ACC_009777,1054,RTGS,DEBIT,CASE_000008,SYNTHETIC_PROTOTYPE
TXN_0000073,2025-01-01 08:38:31,ACC_009777,ACC_007602,550,UPI,DEBIT,CASE_000008,SYNTHETIC_PROTOTYPE
TXN_0000074,2025-01-01 09:32:31,ACC_007602,ACC_011978,1107,NEFT,DEBIT,CASE_000008,SYNTHETIC_PROTOTYPE
TXN_0000075,2025-01-01 10:32:31,ACC_011978,ACC_007602,814,CARD,DEBIT,CASE_000008,SYNTHETIC_PROTOTYPE
TXN_0000076,2025-01-01 11:41:31,ACC_007602,ACC_019985,500,WALLET,DEBIT,CASE_000008,SYNTHETIC_PROTOTYPE
TXN_0000077,2025-01-01 12:06:31,ACC_019985,ACC_007602,500,RTGS,DEBIT,CASE_000008,SYNTHETIC_PROTOTYPE
TXN_0000078,2025-01-01 12:41:31,ACC_007602,ACC_012145,500,CARD,DEBIT,CASE_000008,SYNTHETIC_PROTOTYPE
TXN_0000079,2025-01-01 13:29:31,ACC_012145,ACC_007602,500,UPI,DEBIT,CASE_000008,SYNTHETIC_PROTOTYPE
TXN_0000080,2025-01-01 14:48:31,ACC_007602,ACC_015261,500,NEFT,DEBIT,CASE_000008,SYNTHETIC_PROTOTYPE
TXN_0000081,2025-01-01 04:36:58,VICTIM_CASE_000009,ACC_006488,16364,UPI,CREDIT,CASE_000009,SYNTHETIC_PROTOTYPE
TXN_0000082,2025-01-01 05:41:58,ACC_006488,ACC_010308,6854,WALLET,DEBIT,CASE_000009,SYNTHETIC_PROTOTYPE
TXN_0000083,2025-01-01 06:23:58,ACC_010308,ACC_017438,1657,WALLET,DEBIT,CASE_000009,SYNTHETIC_PROTOTYPE
TXN_0000084,2025-01-01 07:19:58,ACC_017438,ACC_014362,3072,IMPS,DEBIT,CASE_000009,SYNTHETIC_PROTOTYPE
TXN_0000085,2025-01-01 07:24:58,ACC_014362,ACC_017438,966,RTGS,DEBIT,CASE_000009,SYNTHETIC_PROTOTYPE
TXN_0000086,2025-01-01 07:49:58,ACC_017438,ACC_010308,500,NEFT,DEBIT,CASE_000009,SYNTHETIC_PROTOTYPE
TXN_0000087,2025-01-01 05:21:05,VICTIM_CASE_000010,ACC_013326,174446,UPI,CREDIT,CASE_000010,SYNTHETIC_PROTOTYPE
TXN_0000088,2025-01-01 05:55:05,ACC_013326,ACC_015603,55898,NEFT,DEBIT,CASE_000010,SYNTHETIC_PROTOTYPE
TXN_0000089,2025-01-01 06:30:05,ACC_015603,ACC_018934,6832,WALLET,DEBIT,CASE_000010,SYNTHETIC_PROTOTYPE
TXN_0000090,2025-01-01 07:18:05,ACC_018934,ACC_013529,35466,CARD,DEBIT,CASE_000010,SYNTHETIC_PROTOTYPE
TXN_0000091,2025-01-01 08:06:05,ACC_013529,ACC_018934,15866,WALLET,DEBIT,CASE_000010,SYNTHETIC_PROTOTYPE
TXN_0000092,2025-01-01 08:20:05,ACC_018934,ACC_013525,6367,NEFT,DEBIT,CASE_000010,SYNTHETIC_PROTOTYPE
TXN_0000093,2025-01-01 09:39:05,ACC_013525,ACC_018934,9273,RTGS,DEBIT,CASE_000010,SYNTHETIC_PROTOTYPE
TXN_0000094,2025-01-01 10:55:05,ACC_018934,ACC_008649,17240,NEFT,DEBIT,CASE_000010,SYNTHETIC_PROTOTYPE
TXN_0000095,2025-01-01 11:11:05,ACC_008649,ACC_018934,7803,IMPS,DEBIT,CASE_000010,SYNTHETIC_PROTOTYPE
TXN_0000096,2025-01-01 12:45:05,ACC_018934,ACC_015603,7800,IMPS,DEBIT,CASE_000010,SYNTHETIC_PROTOTYPE
TXN_0000097,2025-01-01 14:16:05,ACC_015603,ACC_018934,5320,IMPS,DEBIT,CASE_000010,SYNTHETIC_PROTOTYPE
TXN_0000098,2025-01-01 15:24:05,ACC_018934,ACC_015603,1518,RTGS,DEBIT,CASE_000010,SYNTHETIC_PROTOTYPE
TXN_0000099,2025-01-01 05:25:42,VICTIM_CASE_000011,ACC_010689,19233,UPI,CREDIT,CASE_000011,SYNTHETIC_PROTOTYPE
TXN_0000100,2025-01-01 06:19:42,ACC_010689,ACC_018198,7292,RTGS,DEBIT,CASE_000011,SYNTHETIC_PROTOTYPE
TXN_0000101,2025-01-01 07:29:42,ACC_018198,ACC_019079,5206,IMPS,DEBIT,CASE_000011,SYNTHETIC_PROTOTYPE
TXN_0000102,2025-01-01 08:13:42,ACC_019079,ACC_018198,1876,UPI,DEBIT,CASE_000011,SYNTHETIC_PROTOTYPE
TXN_0000103,2025-01-01 08:45:42,ACC_018198,ACC_011032,1296,CARD,DEBIT,CASE_000011,SYNTHETIC_PROTOTYPE
TXN_0000104,2025-01-01 09:53:42,ACC_011032,ACC_018198,500,IMPS,DEBIT,CASE_000011,SYNTHETIC_PROTOTYPE
TXN_0000105,2025-01-01 10:45:42,ACC_018198,ACC_014159,1250,IMPS,DEBIT,CASE_000011,SYNTHETIC_PROTOTYPE
TXN_0000106,2025-01-01 11:10:42,ACC_014159,ACC_018198,500,IMPS,DEBIT,CASE_000011,SYNTHETIC_PROTOTYPE
TXN_0000107,2025-01-01 11:16:42,ACC_018198,ACC_005820,500,NEFT,DEBIT,CASE_000011,SYNTHETIC_PROTOTYPE
TXN_0000108,2025-01-01 11:29:42,ACC_005820,ACC_018198,500,IMPS,DEBIT,CASE_000011,SYNTHETIC_PROTOTYPE
TXN_0000109,2025-01-01 05:37:24,VICTIM_CASE_000012,ACC_018807,85039,UPI,CREDIT,CASE_000012,SYNTHETIC_PROTOTYPE
TXN_0000110,2025-01-01 05:50:24,ACC_018807,ACC_016376,13855,IMPS,DEBIT,CASE_000012,SYNTHETIC_PROTOTYPE
TXN_0000111,2025-01-01 06:48:24,ACC_016376,ACC_004958,29504,UPI,DEBIT,CASE_000012,SYNTHETIC_PROTOTYPE
TXN_0000112,2025-01-01 08:18:24,ACC_004958,ACC_016376,2864,CARD,DEBIT,CASE_000012,SYNTHETIC_PROTOTYPE
TXN_0000113,2025-01-01 08:23:24,ACC_016376,ACC_004323,3920,CARD,DEBIT,CASE_000012,SYNTHETIC_PROTOTYPE
TXN_0000114,2025-01-01 08:30:24,ACC_004323,ACC_016376,2977,NEFT,DEBIT,CASE_000012,SYNTHETIC_PROTOTYPE
TXN_0000115,2025-01-01 08:34:24,ACC_016376,ACC_003596,7356,NEFT,DEBIT,CASE_000012,SYNTHETIC_PROTOTYPE
TXN_0000116,2025-01-01 05:45:04,VICTIM_CASE_000013,ACC_014211,13815,UPI,CREDIT,CASE_000013,SYNTHETIC_PROTOTYPE
TXN_0000117,2025-01-01 05:59:04,ACC_014211,ACC_004696,1349,RTGS,DEBIT,CASE_000013,SYNTHETIC_PROTOTYPE
TXN_0000118,2025-01-01 06:31:04,ACC_004696,ACC_014400,5481,UPI,DEBIT,CASE_000013,SYNTHETIC_PROTOTYPE
TXN_0000119,2025-01-01 06:40:04,ACC_014400,ACC_008990,2307,CARD,DEBIT,CASE_000013,SYNTHETIC_PROTOTYPE
TXN_0000120,2025-01-01 06:59:04,ACC_008990,ACC_014400,500,CARD,DEBIT,CASE_000013,SYNTHETIC_PROTOTYPE
TXN_0000121,2025-01-01 07:19:04,ACC_014400,ACC_005501,830,UPI,DEBIT,CASE_000013,SYNTHETIC_PROTOTYPE
TXN_0000122,2025-01-01 08:43:04,ACC_005501,ACC_014400,530,RTGS,DEBIT,CASE_000013,SYNTHETIC_PROTOTYPE
TXN_0000123,2025-01-01 09:34:04,ACC_014400,ACC_004696,500,WALLET,DEBIT,CASE_000013,SYNTHETIC_PROTOTYPE
TXN_0000124,2025-01-01 10:18:04,ACC_004696,ACC_010553,780,IMPS,DEBIT,CASE_000013,SYNTHETIC_PROTOTYPE
TXN_0000125,2025-01-01 06:24:58,VICTIM_CASE_000014,ACC_002764,94071,UPI,CREDIT,CASE_000014,SYNTHETIC_PROTOTYPE
TXN_0000126,2025-01-01 07:37:58,ACC_002764,ACC_004697,17329,IMPS,DEBIT,CASE_000014,SYNTHETIC_PROTOTYPE
TXN_0000127,2025-01-01 07:43:58,ACC_004697,ACC_017596,32141,IMPS,DEBIT,CASE_000014,SYNTHETIC_PROTOTYPE
TXN_0000128,2025-01-01 09:17:58,ACC_017596,ACC_017531,18606,RTGS,DEBIT,CASE_000014,SYNTHETIC_PROTOTYPE
TXN_0000129,2025-01-01 10:50:58,ACC_017531,ACC_017596,1942,NEFT,DEBIT,CASE_000014,SYNTHETIC_PROTOTYPE
TXN_0000130,2025-01-01 10:57:58,ACC_017596,ACC_004697,5442,WALLET,DEBIT,CASE_000014,SYNTHETIC_PROTOTYPE
TXN_0000131,2025-01-01 11:10:58,ACC_004697,ACC_016366,1027,CARD,DEBIT,CASE_000014,SYNTHETIC_PROTOTYPE
TXN_0000132,2025-01-01 11:42:58,ACC_016366,ACC_004697,4920,RTGS,DEBIT,CASE_000014,SYNTHETIC_PROTOTYPE
TXN_0000133,2025-01-01 13:11:58,ACC_004697,ACC_002777,3561,NEFT,DEBIT,CASE_000014,SYNTHETIC_PROTOTYPE
TXN_0000134,2025-01-01 13:18:58,ACC_002777,ACC_017596,1927,CARD,DEBIT,CASE_000014,SYNTHETIC_PROTOTYPE
TXN_0000135,2025-01-01 13:32:58,ACC_017596,ACC_004358,582,NEFT,DEBIT,CASE_000014,SYNTHETIC_PROTOTYPE
TXN_0000136,2025-01-01 14:20:58,ACC_004358,ACC_004697,2825,CARD,DEBIT,CASE_000014,SYNTHETIC_PROTOTYPE
TXN_0000137,2025-01-01 14:44:58,ACC_004697,ACC_017596,736,WALLET,DEBIT,CASE_000014,SYNTHETIC_PROTOTYPE
TXN_0000138,2025-01-01 07:42:52,VICTIM_CASE_000015,ACC_015916,39066,IMPS,CREDIT,CASE_000015,SYNTHETIC_PROTOTYPE
TXN_0000139,2025-01-01 09:04:52,ACC_015916,ACC_013690,13070,WALLET,DEBIT,CASE_000015,SYNTHETIC_PROTOTYPE
TXN_0000140,2025-01-01 09:54:52,ACC_013690,ACC_017394,2753,RTGS,DEBIT,CASE_000015,SYNTHETIC_PROTOTYPE
TXN_0000141,2025-01-01 10:55:52,ACC_017394,ACC_013690,9584,RTGS,DEBIT,CASE_000015,SYNTHETIC_PROTOTYPE
TXN_0000142,2025-01-01 11:43:52,ACC_013690,ACC_017394,2500,CARD,DEBIT,CASE_000015,SYNTHETIC_PROTOTYPE
TXN_0000143,2025-01-01 12:44:52,ACC_017394,ACC_007742,2197,UPI,DEBIT,CASE_000015,SYNTHETIC_PROTOTYPE
TXN_0000144,2025-01-01 14:05:52,ACC_007742,ACC_017394,1394,UPI,DEBIT,CASE_000015,SYNTHETIC_PROTOTYPE
TXN_0000145,2025-01-01 14:56:52,ACC_017394,ACC_013690,2363,NEFT,DEBIT,CASE_000015,SYNTHETIC_PROTOTYPE
TXN_0000146,2025-01-01 08:18:07,VICTIM_CASE_000016,ACC_008755,74625,UPI,CREDIT,CASE_000016,SYNTHETIC_PROTOTYPE
TXN_0000147,2025-01-01 09:13:07,ACC_008755,ACC_006447,13523,NEFT,DEBIT,CASE_000016,SYNTHETIC_PROTOTYPE
TXN_0000148,2025-01-01 09:42:07,ACC_006447,ACC_007725,22559,CARD,DEBIT,CASE_000016,SYNTHETIC_PROTOTYPE
TXN_0000149,2025-01-01 10:57:07,ACC_007725,ACC_006447,12110,CARD,DEBIT,CASE_000016,SYNTHETIC_PROTOTYPE
TXN_0000150,2025-01-01 12:21:07,ACC_006447,ACC_007725,3535,CARD,DEBIT,CASE_000016,SYNTHETIC_PROTOTYPE
TXN_0000151,2025-01-01 12:43:07,ACC_007725,ACC_001364,10005,RTGS,DEBIT,CASE_000016,SYNTHETIC_PROTOTYPE
TXN_0000152,2025-01-01 08:42:16,VICTIM_CASE_000017,ACC_009089,83571,UPI,CREDIT,CASE_000017,SYNTHETIC_PROTOTYPE
TXN_0000153,2025-01-01 09:02:16,ACC_009089,ACC_002267,24423,IMPS,DEBIT,CASE_000017,SYNTHETIC_PROTOTYPE
TXN_0000154,2025-01-01 10:25:16,ACC_002267,ACC_007989,9134,WALLET,DEBIT,CASE_000017,SYNTHETIC_PROTOTYPE
TXN_0000155,2025-01-01 10:48:16,ACC_007989,ACC_002267,11906,UPI,DEBIT,CASE_000017,SYNTHETIC_PROTOTYPE
TXN_0000156,2025-01-01 11:00:16,ACC_002267,ACC_008332,14785,RTGS,DEBIT,CASE_000017,SYNTHETIC_PROTOTYPE
TXN_0000157,2025-01-01 11:45:16,ACC_008332,ACC_002267,6380,CARD,DEBIT,CASE_000017,SYNTHETIC_PROTOTYPE
TXN_0000158,2025-01-01 11:56:16,ACC_002267,ACC_005575,4314,NEFT,DEBIT,CASE_000017,SYNTHETIC_PROTOTYPE
TXN_0000159,2025-01-01 12:28:16,ACC_005575,ACC_002267,4990,WALLET,DEBIT,CASE_000017,SYNTHETIC_PROTOTYPE
TXN_0000160,2025-01-01 12:59:16,ACC_002267,ACC_015182,3008,WALLET,DEBIT,CASE_000017,SYNTHETIC_PROTOTYPE
TXN_0000161,2025-01-01 13:34:16,ACC_015182,ACC_002267,1791,CARD,DEBIT,CASE_000017,SYNTHETIC_PROTOTYPE
TXN_0000162,2025-01-01 14:18:16,ACC_002267,ACC_010340,500,UPI,DEBIT,CASE_000017,SYNTHETIC_PROTOTYPE
TXN_0000163,2025-01-01 14:42:16,ACC_010340,ACC_002267,772,RTGS,DEBIT,CASE_000017,SYNTHETIC_PROTOTYPE
TXN_0000164,2025-01-01 09:20:59,VICTIM_CASE_000018,ACC_015843,42365,UPI,CREDIT,CASE_000018,SYNTHETIC_PROTOTYPE
TXN_0000165,2025-01-01 10:24:59,ACC_015843,ACC_007594,17508,NEFT,DEBIT,CASE_000018,SYNTHETIC_PROTOTYPE
TXN_0000166,2025-01-01 11:05:59,ACC_007594,ACC_018493,1661,IMPS,DEBIT,CASE_000018,SYNTHETIC_PROTOTYPE
TXN_0000167,2025-01-01 12:31:59,ACC_018493,ACC_016273,4600,WALLET,DEBIT,CASE_000018,SYNTHETIC_PROTOTYPE
TXN_0000168,2025-01-01 12:39:59,ACC_016273,ACC_001564,6686,RTGS,DEBIT,CASE_000018,SYNTHETIC_PROTOTYPE
TXN_0000169,2025-01-01 13:31:59,ACC_001564,ACC_016273,2006,WALLET,DEBIT,CASE_000018,SYNTHETIC_PROTOTYPE
TXN_0000170,2025-01-01 14:10:59,ACC_016273,ACC_018095,1723,IMPS,DEBIT,CASE_000018,SYNTHETIC_PROTOTYPE
TXN_0000171,2025-01-01 14:58:59,ACC_018095,ACC_007594,2884,NEFT,DEBIT,CASE_000018,SYNTHETIC_PROTOTYPE
TXN_0000172,2025-01-01 15:16:59,ACC_007594,ACC_018493,2378,IMPS,DEBIT,CASE_000018,SYNTHETIC_PROTOTYPE
TXN_0000173,2025-01-01 15:37:59,ACC_018493,ACC_016273,512,WALLET,DEBIT,CASE_000018,SYNTHETIC_PROTOTYPE
TXN_0000174,2025-01-01 15:42:59,ACC_016273,ACC_007594,500,NEFT,DEBIT,CASE_000018,SYNTHETIC_PROTOTYPE
TXN_0000175,2025-01-01 09:26:38,VICTIM_CASE_000019,ACC_011937,47675,UPI,CREDIT,CASE_000019,SYNTHETIC_PROTOTYPE
TXN_0000176,2025-01-01 10:16:38,ACC_011937,ACC_002361,9812,UPI,DEBIT,CASE_000019,SYNTHETIC_PROTOTYPE
TXN_0000177,2025-01-01 11:04:38,ACC_002361,ACC_008863,13214,CARD,DEBIT,CASE_000019,SYNTHETIC_PROTOTYPE
TXN_0000178,2025-01-01 11:50:38,ACC_008863,ACC_002361,8946,CARD,DEBIT,CASE_000019,SYNTHETIC_PROTOTYPE
TXN_0000179,2025-01-01 12:22:38,ACC_002361,ACC_010030,2916,UPI,DEBIT,CASE_000019,SYNTHETIC_PROTOTYPE
TXN_0000180,2025-01-01 12:30:38,ACC_010030,ACC_002361,1584,UPI,DEBIT,CASE_000019,SYNTHETIC_PROTOTYPE
TXN_0000181,2025-01-01 12:58:38,ACC_002361,ACC_008431,795,UPI,DEBIT,CASE_000019,SYNTHETIC_PROTOTYPE
TXN_0000182,2025-01-01 13:02:38,ACC_008431,ACC_002361,2476,WALLET,DEBIT,CASE_000019,SYNTHETIC_PROTOTYPE
TXN_0000183,2025-01-01 14:10:38,ACC_002361,ACC_016291,3190,IMPS,DEBIT,CASE_000019,SYNTHETIC_PROTOTYPE
TXN_0000184,2025-01-01 11:13:27,VICTIM_CASE_000020,ACC_000062,24510,IMPS,CREDIT,CASE_000020,SYNTHETIC_PROTOTYPE
TXN_0000185,2025-01-01 12:26:27,ACC_000062,ACC_008570,2679,CARD,DEBIT,CASE_000020,SYNTHETIC_PROTOTYPE
TXN_0000186,2025-01-01 13:32:27,ACC_008570,ACC_003061,5788,RTGS,DEBIT,CASE_000020,SYNTHETIC_PROTOTYPE
TXN_0000187,2025-01-01 15:01:27,ACC_003061,ACC_008570,5378,UPI,DEBIT,CASE_000020,SYNTHETIC_PROTOTYPE
TXN_0000188,2025-01-01 15:13:27,ACC_008570,ACC_003061,3592,IMPS,DEBIT,CASE_000020,SYNTHETIC_PROTOTYPE
