zone_id,state_code,state_ut,zone_name,center_latitude,center_longitude,zone_level,source_type
AR_Z07,AR,Arunachal Pradesh,Arunachal Pradesh Zone 08,26.339713339285716,92.97388053571429,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
AS_Z00,AS,Assam,Assam Zone 01,26.806423680555554,92.48298443055556,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
AS_Z01,AS,Assam,Assam Zone 02,26.786514253731344,92.6285567761194,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
AS_Z02,AS,Assam,Assam Zone 03,26.204345611764705,92.8789566,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
AS_Z03,AS,Assam,Assam Zone 04,26.184983462962965,93.02766557407408,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
AS_Z04,AS,Assam,Assam Zone 05,25.91667091935484,93.70368232258065,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
AS_Z05,AS,Assam,Assam Zone 06,25.888093987012986,93.56347071428571,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
AS_Z06,AS,Assam,Assam Zone 07,25.511037631578947,92.15755443859649,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
AS_Z07,AS,Assam,Assam Zone 08,25.494190731707317,92.2963856097561,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
BR_Z00,BR,Bihar,Bihar Zone 01,25.70903551851852,84.81230511111112,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
BR_Z01,BR,Bihar,Bihar Zone 02,25.68878363529412,84.9744170117647,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
BR_Z02,BR,Bihar,Bihar Zone 03,25.111402542168676,85.25992140963855,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
BR_Z03,BR,Bihar,Bihar Zone 04,25.083552375,85.40331928571429,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
BR_Z04,BR,Bihar,Bihar Zone 05,24.815169486842105,86.07961298684211,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
BR_Z05,BR,Bihar,Bihar Zone 06,24.755983571428573,85.93845926984127,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
BR_Z06,BR,Bihar,Bihar Zone 07,24.41279958730159,84.54428125396825,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
BR_Z07,BR,Bihar,Bihar Zone 08,24.36651847368421,84.68035336842105,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
CH_Z00,CH,Chandigarh,Chandigarh Zone 01,31.358828253333332,76.32766086666666,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
CH_Z01,CH,Chandigarh,Chandigarh Zone 02,31.296612828125,76.453078609375,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
CH_Z02,CH,Chandigarh,Chandigarh Zone 03,30.73205915827338,76.77652707913668,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
CH_Z03,CH,Chandigarh,Chandigarh Zone 04,30.45908514925373,77.40641970149254,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
CH_Z04,CH,Chandigarh,Chandigarh Zone 05,30.40779872222222,77.544581125,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
CH_Z05,CH,Chandigarh,Chandigarh Zone 06,30.092458603448275,76.12408317241379,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
CH_Z06,CH,Chandigarh,Chandigarh Zone 07,30.03062611111111,75.96520855555556,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
CH_Z07,CH,Chandigarh,Chandigarh Zone 08,29.971439155555554,76.11429668888889,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
CG_Z00,CG,Chhattisgarh,Chhattisgarh Zone 01,21.867597899280575,81.48213412230216,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
CG_Z01,CG,Chhattisgarh,Chhattisgarh Zone 02,21.2871520625,81.793024075,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
CG_Z02,CG,Chhattisgarh,Chhattisgarh Zone 03,21.27627620338983,81.95005089830508,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
CG_Z03,CG,Chhattisgarh,Chhattisgarh Zone 04,21.043455490196077,82.51705639215686,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
CG_Z04,CG,Chhattisgarh,Chhattisgarh Zone 05,20.992266514285713,82.66346154285714,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
CG_Z05,CG,Chhattisgarh,Chhattisgarh Zone 06,20.903166773584907,82.53626088679245,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
CG_Z06,CG,Chhattisgarh,Chhattisgarh Zone 07,20.612142984848486,81.24516177272727,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
CG_Z07,CG,Chhattisgarh,Chhattisgarh Zone 08,20.556824890410958,81.12042397260274,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
DN_Z00,DN,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli and Daman and Diu Zone 01,20.796706518072288,72.56725646987952,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
DN_Z01,DN,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli and Daman and Diu Zone 02,20.759276017857143,72.69792823214286,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
DN_Z02,DN,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli and Daman and Diu Zone 03,20.226383402985075,72.96377304477612,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
DN_Z03,DN,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli and Daman and Diu Zone 04,20.143098375,73.07990469444445,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
DN_Z04,DN,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli and Daman and Diu Zone 05,19.89975631884058,73.65924110144927,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
DN_Z05,DN,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli and Daman and Diu Zone 06,19.874733714285714,73.79321831428571,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
DN_Z06,DN,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli and Daman and Diu Zone 07,19.490767014492754,72.25897847826087,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
DN_Z07,DN,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli and Daman and Diu Zone 08,19.482098442857144,72.3993553,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
DL_Z00,DL,Delhi,Delhi Zone 01,29.30643374683544,76.64106072151898,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
DL_Z01,DL,Delhi,Delhi Zone 02,29.29079115,76.79107008333334,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
DL_Z02,DL,Delhi,Delhi Zone 03,28.748481085714285,77.1551972,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
DL_Z03,DL,Delhi,Delhi Zone 04,28.65559686956522,77.04433263768117,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
DL_Z04,DL,Delhi,Delhi Zone 05,28.414768484848484,77.72818812121213,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
DL_Z05,DL,Delhi,Delhi Zone 06,28.384802342465754,77.87938820547946,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
DL_Z06,DL,Delhi,Delhi Zone 07,28.01568104477612,76.49678747761195,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
DL_Z07,DL,Delhi,Delhi Zone 08,27.99046461111111,76.321360875,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
GA_Z00,GA,Goa,Goa Zone 01,15.90989606849315,73.79894889041095,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
GA_Z01,GA,Goa,Goa Zone 02,15.881103984848485,73.65801068181818,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
GA_Z02,GA,Goa,Goa Zone 03,15.361009222222222,74.10515469444444,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
GA_Z03,GA,Goa,Goa Zone 04,15.224187835820896,74.15602468656716,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
GA_Z04,GA,Goa,Goa Zone 05,15.030812265625,74.8919284375,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
GA_Z05,GA,Goa,Goa Zone 06,14.9547018,74.76718264,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
GA_Z06,GA,Goa,Goa Zone 07,14.6427664,73.387815875,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
GA_Z07,GA,Goa,Goa Zone 08,14.54467327118644,73.47833391525424,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
GJ_Z00,GJ,Gujarat,Gujarat Zone 01,22.87429913235294,70.72845477941176,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
GJ_Z01,GJ,Gujarat,Gujarat Zone 02,22.848254802816903,70.86516812676057,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
GJ_Z02,GJ,Gujarat,Gujarat Zone 03,22.28713634,71.28221638,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
GJ_Z03,GJ,Gujarat,Gujarat Zone 04,22.247521415730336,71.1410635730337,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
GJ_Z04,GJ,Gujarat,Gujarat Zone 05,21.985020044117647,71.82995691176471,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
GJ_Z05,GJ,Gujarat,Gujarat Zone 06,21.939293676056337,71.96208754929577,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
GJ_Z06,GJ,Gujarat,Gujarat Zone 07,21.59171806153846,70.4257966923077,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
GJ_Z07,GJ,Gujarat,Gujarat Zone 08,21.527678743243243,70.5572591891892,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
HR_Z00,HR,Haryana,Haryana Zone 01,29.656111815789473,75.61635453947369,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
HR_Z01,HR,Haryana,Haryana Zone 02,29.644005634920635,75.77359503174603,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
HR_Z02,HR,Haryana,Haryana Zone 03,29.049514404761904,76.14426809523809,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
HR_Z03,HR,Haryana,Haryana Zone 04,29.03625672727273,75.98323821818182,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
HR_Z04,HR,Haryana,Haryana Zone 05,28.76385603030303,76.74268637373737,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
HR_Z05,HR,Haryana,Haryana Zone 06,28.72641995,76.867059925,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
HR_Z06,HR,Haryana,Haryana Zone 07,28.357650307692307,75.448587,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
HR_Z07,HR,Haryana,Haryana Zone 08,28.346835721311475,75.29497698360656,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
HP_Z00,HP,Himachal Pradesh,Himachal Pradesh Zone 01,31.69454895522388,76.83133598507463,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
HP_Z01,HP,Himachal Pradesh,Himachal Pradesh Zone 02,31.691335847222224,76.69654069444445,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
HP_Z02,HP,Himachal Pradesh,Himachal Pradesh Zone 03,31.108565892086332,77.17493861870504,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
HP_Z03,HP,Himachal Pradesh,Himachal Pradesh Zone 04,30.823393432432432,77.9294297027027,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
HP_Z04,HP,Himachal Pradesh,Himachal Pradesh Zone 05,30.7817214,77.78950807692307,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
HP_Z05,HP,Himachal Pradesh,Himachal Pradesh Zone 06,30.447102333333333,76.39311674074074,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
HP_Z06,HP,Himachal Pradesh,Himachal Pradesh Zone 07,30.414754452830188,76.55339471698113,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
HP_Z07,HP,Himachal Pradesh,Himachal Pradesh Zone 08,30.304493,76.44772340625,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
JK_Z00,JK,Jammu and Kashmir,Jammu and Kashmir Zone 01,34.37920908433735,76.11156607228915,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
JK_Z01,JK,Jammu and Kashmir,Jammu and Kashmir Zone 02,34.360472357142854,76.26074508928572,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
JK_Z02,JK,Jammu and Kashmir,Jammu and Kashmir Zone 03,33.778892142857146,76.65187636363636,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
JK_Z03,JK,Jammu and Kashmir,Jammu and Kashmir Zone 04,33.76847193548387,76.49024406451613,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
JK_Z04,JK,Jammu and Kashmir,Jammu and Kashmir Zone 05,33.49818389473684,77.20094501315789,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
JK_Z05,JK,Jammu and Kashmir,Jammu and Kashmir Zone 06,33.45920346031746,77.34738582539683,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
JK_Z06,JK,Jammu and Kashmir,Jammu and Kashmir Zone 07,33.094715880597015,75.94195416417911,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
JK_Z07,JK,Jammu and Kashmir,Jammu and Kashmir Zone 08,33.070493194444445,75.81180568055555,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
JH_Z00,JH,Jharkhand,Jharkhand Zone 01,24.21545591891892,84.81840560810811,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
JH_Z01,JH,Jharkhand,Jharkhand Zone 02,24.168803353846155,84.95921512307693,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
JH_Z02,JH,Jharkhand,Jharkhand Zone 03,23.623156306666665,85.34691749333334,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
JH_Z03,JH,Jharkhand,Jharkhand Zone 04,23.576568734374998,85.21393309375,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
JH_Z04,JH,Jharkhand,Jharkhand Zone 05,23.329530450704226,86.04690585915493,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
JH_Z05,JH,Jharkhand,Jharkhand Zone 06,23.27396838235294,85.91387526470588,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
JH_Z06,JH,Jharkhand,Jharkhand Zone 07,22.926216363636364,84.51330727272727,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
JH_Z07,JH,Jharkhand,Jharkhand Zone 08,22.891727241935484,84.65040353225807,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
KA_Z00,KA,Karnataka,Karnataka Zone 01,15.955954129032259,75.24117011290322,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
KA_Z01,KA,Karnataka,Karnataka Zone 02,15.892875818181817,75.37806759740259,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
KA_Z02,KA,Karnataka,Karnataka Zone 03,15.37251111764706,75.7370376617647,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
KA_Z03,KA,Karnataka,Karnataka Zone 04,15.253097042253522,75.70116105633802,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
KA_Z04,KA,Karnataka,Karnataka Zone 05,15.050390451612904,76.36071972580645,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
KA_Z05,KA,Karnataka,Karnataka Zone 06,14.979855584415585,76.476673012987,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
KA_Z06,KA,Karnataka,Karnataka Zone 07,14.66248759574468,74.91338338297872,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
KA_Z07,KA,Karnataka,Karnataka Zone 08,14.613101271739131,75.04413883695652,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
KL_Z00,KL,Kerala,Kerala Zone 01,11.461890499999999,75.79543861428571,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
KL_Z01,KL,Kerala,Kerala Zone 02,11.443192434782608,75.93858155072463,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
KL_Z02,KL,Kerala,Kerala Zone 03,10.895908195121951,76.23745112195122,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
KL_Z03,KL,Kerala,Kerala Zone 04,10.800585245614036,76.32089235087719,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
KL_Z04,KL,Kerala,Kerala Zone 05,10.585668871794871,76.93760524358974,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
KL_Z05,KL,Kerala,Kerala Zone 06,10.494741344262295,77.04198881967213,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
KL_Z06,KL,Kerala,Kerala Zone 07,10.156392962962963,75.48757644444444,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
KL_Z07,KL,Kerala,Kerala Zone 08,10.143979658823529,75.643668,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
LA_Z00,LA,Ladakh,Ladakh Zone 01,34.77037675757576,77.10898865151515,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
LA_Z01,LA,Ladakh,Ladakh Zone 02,34.73913223287671,77.24287308219178,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
LA_Z02,LA,Ladakh,Ladakh Zone 03,34.19347364285714,77.52076978571428,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
LA_Z03,LA,Ladakh,Ladakh Zone 04,34.11916043478261,77.62337557971014,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
LA_Z04,LA,Ladakh,Ladakh Zone 05,33.89179936619718,78.33949676056338,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
LA_Z05,LA,Ladakh,Ladakh Zone 06,33.81897230882353,78.21265633823529,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
LA_Z06,LA,Ladakh,Ladakh Zone 07,33.48349738461538,76.81524212820513,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
LA_Z07,LA,Ladakh,Ladakh Zone 08,33.41840678688524,76.95352829508197,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
LD_Z00,LD,Lakshadweep,Lakshadweep Zone 01,11.162509016129032,72.31448062903226,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
LD_Z01,LD,Lakshadweep,Lakshadweep Zone 02,11.15848283116883,72.17828635064934,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
LD_Z02,LD,Lakshadweep,Lakshadweep Zone 03,10.642229319148937,72.60587182978723,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
LD_Z03,LD,Lakshadweep,Lakshadweep Zone 04,10.577638627906977,72.73697865116279,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
LD_Z04,LD,Lakshadweep,Lakshadweep Zone 05,10.496101591836736,72.59986636734693,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
LD_Z05,LD,Lakshadweep,Lakshadweep Zone 06,10.26365018705036,73.33863969064748,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
LD_Z06,LD,Lakshadweep,Lakshadweep Zone 07,9.882594753623188,71.86698620289854,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
LD_Z07,LD,Lakshadweep,Lakshadweep Zone 08,9.842742142857142,71.9939168,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
MP_Z00,MP,Madhya Pradesh,Madhya Pradesh Zone 01,23.583495773333333,78.31743069333334,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
MP_Z01,MP,Madhya Pradesh,Madhya Pradesh Zone 02,23.568032484375,78.174843,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
MP_Z02,MP,Madhya Pradesh,Madhya Pradesh Zone 03,23.028327323076923,78.67989258461539,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
MP_Z03,MP,Madhya Pradesh,Madhya Pradesh Zone 04,22.91351231081081,78.63669663513514,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
MP_Z04,MP,Madhya Pradesh,Madhya Pradesh Zone 05,22.684283820895523,79.42539559701493,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
MP_Z05,MP,Madhya Pradesh,Madhya Pradesh Zone 06,22.670915166666667,79.2739255,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
MP_Z06,MP,Madhya Pradesh,Madhya Pradesh Zone 07,22.28771415068493,78.01106535616438,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
MP_Z07,MP,Madhya Pradesh,Madhya Pradesh Zone 08,22.273804227272727,77.85828012121212,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
MH_Z00,MH,Maharashtra,Maharashtra Zone 01,20.37671693939394,75.40223045454546,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
MH_Z01,MH,Maharashtra,Maharashtra Zone 02,20.348821041095892,75.23670800000001,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
MH_Z02,MH,Maharashtra,Maharashtra Zone 03,19.797521175,75.6894326,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
MH_Z03,MH,Maharashtra,Maharashtra Zone 04,19.688029118644067,75.75370742372881,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
MH_Z04,MH,Maharashtra,Maharashtra Zone 05,19.46519605,76.4699918125,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
MH_Z05,MH,Maharashtra,Maharashtra Zone 06,19.43031359322034,76.3296669322034,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
MH_Z06,MH,Maharashtra,Maharashtra Zone 07,19.051558592592592,74.9507308765432,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
MH_Z07,MH,Maharashtra,Maharashtra Zone 08,19.034723913793105,75.09607212068966,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
MN_Z00,MN,Manipur,Manipur Zone 01,25.280314706666665,93.56054370666666,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
MN_Z01,MN,Manipur,Manipur Zone 02,25.25216953125,93.425741125,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
MN_Z02,MN,Manipur,Manipur Zone 03,24.69537720779221,93.84692819480519,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
MN_Z03,MN,Manipur,Manipur Zone 04,24.629844403225807,93.9680095967742,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
