atm_id,bank,atm_name,state_ut,zone_name,zone_id,latitude,longitude,source_type,source_note
SYN_ATM_00017,Kotak Mahindra Bank,Kotak Mahindra Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 04,AN_Z03,11.748208,92.626943,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00018,IndusInd Bank,IndusInd Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 04,AN_Z03,11.666921,92.564926,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00019,Punjab National Bank,Punjab National Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 03,AN_Z02,11.66678,92.827702,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00020,Bank of Baroda,Bank of Baroda ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 04,AN_Z03,11.719705,92.502066,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00021,ICICI Bank,ICICI Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 03,AN_Z02,11.785078,92.760468,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00022,Bank of Baroda,Bank of Baroda ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 03,AN_Z02,11.791368,92.704118,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00023,HDFC Bank,HDFC Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 03,AN_Z02,11.76217,92.807913,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00024,Canara Bank,Canara Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 03,AN_Z02,11.776699,92.688687,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00025,Bank of India,Bank of India ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 04,AN_Z03,11.641149,92.665447,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00026,Axis Bank,Axis Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 03,AN_Z02,11.768048,92.777679,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00027,IDFC FIRST Bank,IDFC FIRST Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 04,AN_Z03,11.719188,92.543153,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00028,ICICI Bank,ICICI Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 03,AN_Z02,11.742622,92.761494,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00029,Axis Bank,Axis Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 03,AN_Z02,11.734245,92.669896,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00030,Union Bank of India,Union Bank of India ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 04,AN_Z03,11.761922,92.61644,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00031,Bank of Baroda,Bank of Baroda ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 03,AN_Z02,11.835929,92.750627,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00032,Bank of Baroda,Bank of Baroda ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 03,AN_Z02,11.814506,92.706146,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00033,Punjab National Bank,Punjab National Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 03,AN_Z02,11.82145,92.755852,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00034,Union Bank of India,Union Bank of India ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 04,AN_Z03,11.695977,92.606624,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00035,HDFC Bank,HDFC Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 03,AN_Z02,11.695306,92.710493,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00036,ICICI Bank,ICICI Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 03,AN_Z02,11.801333,92.718354,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00037,IndusInd Bank,IndusInd Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 03,AN_Z02,11.721485,92.669236,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00038,ICICI Bank,ICICI Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 04,AN_Z03,11.759373,92.526943,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00039,Kotak Mahindra Bank,Kotak Mahindra Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 03,AN_Z02,11.793088,92.752141,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00040,ICICI Bank,ICICI Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 04,AN_Z03,11.708221,92.638341,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00041,Punjab National Bank,Punjab National Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 04,AN_Z03,11.735967,92.516805,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00042,IndusInd Bank,IndusInd Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 04,AN_Z03,11.759854,92.630819,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00043,Punjab National Bank,Punjab National Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 04,AN_Z03,11.657486,92.631986,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00044,State Bank of India,State Bank of India ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 03,AN_Z02,11.782629,92.834659,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00045,Kotak Mahindra Bank,Kotak Mahindra Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 04,AN_Z03,11.758294,92.480586,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00046,Bank of India,Bank of India ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 03,AN_Z02,11.818912,92.686752,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00047,IndusInd Bank,IndusInd Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 04,AN_Z03,11.670895,92.470839,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00048,Bank of Baroda,Bank of Baroda ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 04,AN_Z03,11.715039,92.58244,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00049,IDFC FIRST Bank,IDFC FIRST Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 04,AN_Z03,11.745629,92.523662,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00050,Kotak Mahindra Bank,Kotak Mahindra Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 04,AN_Z03,11.621377,92.532331,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00051,IDFC FIRST Bank,IDFC FIRST Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 04,AN_Z03,11.833671,92.608845,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00052,Bank of India,Bank of India ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 03,AN_Z02,11.706724,92.727314,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00053,Axis Bank,Axis Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 04,AN_Z03,11.5401,92.630998,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00054,Canara Bank,Canara Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 03,AN_Z02,11.835369,92.696298,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00055,Union Bank of India,Union Bank of India ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 03,AN_Z02,11.747541,92.759366,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00056,Canara Bank,Canara Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 03,AN_Z02,11.735621,92.760433,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00057,Kotak Mahindra Bank,Kotak Mahindra Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 04,AN_Z03,11.815723,92.594322,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00058,Kotak Mahindra Bank,Kotak Mahindra Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 03,AN_Z02,11.623211,92.70168,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00059,HDFC Bank,HDFC Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 03,AN_Z02,11.818893,92.72496,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00060,Kotak Mahindra Bank,Kotak Mahindra Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 03,AN_Z02,11.718213,92.720821,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00061,Union Bank of India,Union Bank of India ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 04,AN_Z03,11.700503,92.609166,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00062,Canara Bank,Canara Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 03,AN_Z02,11.706371,92.685492,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00063,Bank of Baroda,Bank of Baroda ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 04,AN_Z03,11.624962,92.663092,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00064,Kotak Mahindra Bank,Kotak Mahindra Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 04,AN_Z03,11.710111,92.458671,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00065,HDFC Bank,HDFC Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 04,AN_Z03,11.74167,92.491292,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00066,Punjab National Bank,Punjab National Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 04,AN_Z03,11.810397,92.60411,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00067,Kotak Mahindra Bank,Kotak Mahindra Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 03,AN_Z02,11.9401,92.675065,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00068,Kotak Mahindra Bank,Kotak Mahindra Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 03,AN_Z02,11.783988,92.698644,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00069,Union Bank of India,Union Bank of India ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 04,AN_Z03,11.808325,92.596462,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00070,Bank of India,Bank of India ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 04,AN_Z03,11.720698,92.659897,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00071,Axis Bank,Axis Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 03,AN_Z02,11.751569,92.741325,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00072,Kotak Mahindra Bank,Kotak Mahindra Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 04,AN_Z03,11.716578,92.647836,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00073,ICICI Bank,ICICI Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 03,AN_Z02,11.736901,92.774679,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00074,Canara Bank,Canara Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 04,AN_Z03,11.762162,92.592875,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00075,Bank of India,Bank of India ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 03,AN_Z02,11.722308,92.9086,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00076,ICICI Bank,ICICI Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 03,AN_Z02,11.652235,92.79382,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00077,Union Bank of India,Union Bank of India ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 04,AN_Z03,11.668937,92.57307,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00078,Kotak Mahindra Bank,Kotak Mahindra Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 03,AN_Z02,11.742504,92.722744,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00079,Bank of Baroda,Bank of Baroda ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 03,AN_Z02,11.730884,92.800595,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00080,State Bank of India,State Bank of India ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 03,AN_Z02,11.90403,92.630582,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00081,State Bank of India,State Bank of India ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 03,AN_Z02,11.751322,92.661834,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00082,IDFC FIRST Bank,IDFC FIRST Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 04,AN_Z03,11.818514,92.621319,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00083,Kotak Mahindra Bank,Kotak Mahindra Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 03,AN_Z02,11.729327,92.722994,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00084,Bank of Baroda,Bank of Baroda ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 03,AN_Z02,11.757203,92.754049,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00085,ICICI Bank,ICICI Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 03,AN_Z02,11.746846,92.68685,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00086,Canara Bank,Canara Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 04,AN_Z03,11.838306,92.612502,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00087,Union Bank of India,Union Bank of India ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 04,AN_Z03,11.747985,92.573326,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00088,HDFC Bank,HDFC Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 03,AN_Z02,11.780161,92.76085,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00089,State Bank of India,State Bank of India ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 04,AN_Z03,11.638494,92.611467,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00090,ICICI Bank,ICICI Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 04,AN_Z03,11.835338,92.616,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00091,Kotak Mahindra Bank,Kotak Mahindra Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 03,AN_Z02,11.806393,92.691752,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00092,ICICI Bank,ICICI Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 03,AN_Z02,11.850636,92.722414,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00093,Bank of India,Bank of India ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 04,AN_Z03,11.672599,92.643362,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00094,IDFC FIRST Bank,IDFC FIRST Bank ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 03,AN_Z02,11.871733,92.662069,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
SYN_ATM_00095,Bank of India,Bank of India ATM,Andaman and Nicobar Islands,Andaman and Nicobar Islands Zone 04,AN_Z03,11.615125,92.528371,SYNTHETIC_PROTOTYPE,Synthetic ATM reference point for SIH prototype; bank name is a realistic display/operator label and location is not an official ATM inventory.
